{tclvariable 
	{energy {-2471.42140171}}
	{575 6.306619 10.202886 15.098267 0.769995893994 0.461148936513 0.226566968808 0.378305947918 -30.837952515 -37.3411989583 -11.1631022907}
	{576 10.307029 9.752145 0.542873 0.581840908172 -0.65541789656 -0.0647799897762 -0.477170924691 8.78583374536 0.311363803066 -0.887632867398}
	{577 2.131113 7.618444 10.827602 0.881246120893 0.100464013782 0.0523140071766 0.458885062951 -20.9952004652 7.75234407841 4.29240718573}
	{578 4.410468 12.259897 2.215569 0.69723504714 0.279337018886 -0.2455190166 -0.612825041433 3.00150987856 -1.9862761244 -3.41257903255}
	{579 0.771845 7.766891 11.860995 0.854814866003 0.3993469374 0.140260978013 0.300233952937 -2.57062015953 -20.5526486513 -11.9798830516}
	{580 2.600921 3.373545 15.228303 0.886942926215 0.434094963888 0.06935899423 0.141714988211 -6.95374919596 -8.00967632201 -0.128284524116}
	{581 4.329034 6.69821 6.83256 0.863149935906 -0.359116973334 -0.354938973644 -0.00505099962494 -3.89658532569 -27.2889448925 35.241509904}
	{582 9.470867 13.447191 12.013935 0.978911472556 -0.0766540370037 -0.105929051136 0.156957075769 17.8789879604 5.74555745931 1.99297491551}
	{583 2.292742 11.519124 5.050141 0.65713506706 0.654854066827 -0.263491026889 -0.264409026983 -4.83878935796 4.36937432063 -4.10290047738}
	{584 15.058362 11.603667 10.048244 0.785526166525 -0.248344052647 -0.501091106227 0.26491805616 -4.28636175875 13.7364238895 -8.33039894021}
	{585 3.781537 1.545827 12.256116 0.944022818806 0.10493197986 0.0345499933685 0.310831940339 13.7470856386 -38.1636634189 0.0411026303942}
	{586 8.854684 6.904802 10.949243 0.430042064532 -0.618353092789 0.124097018622 -0.645990096937 0.922096664111 -7.65860180853 3.89215338522}
	{587 13.907357 5.519248 4.933517 0.876192175861 -0.312521062726 -0.36136507253 0.0635070127465 -0.432011045795 16.9033253549 0.373249322603}
	{588 4.727345 13.289327 7.338877 0.910600007223 0.110098000873 0.0478160003793 0.395474003137 -12.5433870103 -1.09404686283 1.55815780934}
	{589 12.813042 10.617362 6.830868 0.763999955464 0.619220963904 0.114155993346 0.14084699179 -0.708409506731 2.52927308211 -3.4365057182}
	{590 15.674146 0.98124 0.727931 0.979741161683 -0.0620790102447 -0.0423010069808 -0.185645030636 -12.9674706024 0.2913558075 4.24278928738}
	{591 11.900892 13.413528 1.143885 0.741984939773 -0.527323957197 -0.4016329674 -0.100392991851 25.7673544969 21.6782919264 6.91018399648}
	{592 11.249917 6.325067 15.518458 0.806556177611 0.208545045924 0.138470030492 0.535539117931 -15.9785011642 -2.16510173391 8.6190493131}
	{593 12.109113 1.21773 3.932812 0.602055916217 -0.555484922698 -0.0135439981152 -0.573394920206 13.3475118142 -4.43414490695 23.9666883163}
	{594 12.884048 2.650271 10.561404 0.617727922576 -0.634183920514 -0.0962519879361 -0.454926942981 -12.9993909919 2.23213126952 11.3460917624}
	{595 13.814661 12.795598 7.169793 0.801488796975 0.0682229827185 -0.0503879872362 -0.59196485005 -0.237670657467 -1.5700804722 0.0765578252108}
	{596 0.414801 3.864473 14.353127 0.758020756797 0.499822839637 0.230664925994 0.349821887763 5.3144019336 -3.15527088356 4.63162226087}
	{597 5.473608 2.020078 13.678027 0.465845049204 -0.671588070935 0.0687190072583 -0.572045060421 -2.04342439237 9.328384683 -8.56222638393}
	{598 15.184943 15.639969 2.403956 0.817655674651 0.106766957517 -0.0732479708543 -0.560958776792 19.3059164609 81.0529572791 -28.2154059933}
	{599 3.580677 7.063702 3.551855 0.975048252373 -0.138303035797 -0.159360041247 0.0689750178529 -10.5791093473 6.04170131945 0.159898100914}
	{600 10.038619 5.243392 1.111847 0.733693730523 -0.242537910919 -0.0175889935398 -0.634475766964 -19.3468200709 13.2952997861 -4.47051850108}
	{601 6.820738 12.137818 10.387949 0.953602854782 -0.145010977917 -0.205760968666 0.16515397485 6.83916099338 7.06891727442 3.00436572944}
	{602 10.49531 7.182288 3.673534 0.705510310381 -0.329322144881 -0.594046261343 0.202265088984 -10.3119633852 -9.90272043891 1.66683002469}
	{603 8.102175 13.130452 12.842972 0.923404251778 -0.285953077969 -0.246965067338 -0.0675550184197 -9.09853750398 12.5833279496 3.03237422662}
	{604 10.598763 7.964508 13.929645 0.422286103618 -0.441677108377 0.131558032281 -0.780569191532 -6.07614288358 10.6502820068 12.3733110039}
	{605 11.934886 13.253204 12.440359 0.858614762416 -0.149802958549 -0.34968690324 0.343596904925 -12.2099855163 -3.44070732554 -19.869306757}
	{606 13.220049 0.965246 9.230645 0.733484091961 0.539177067599 -0.245129030733 -0.333468041809 -10.1123778462 -26.7783432102 -40.4028215529}
	{607 9.580431 4.760913 13.898139 0.77394797275 -0.217643992337 -0.0286329989919 -0.593982979086 2.61656257705 -4.45269311804 4.00399311629}
	{608 9.431701 9.052783 6.029524 0.945263733214 -0.0406899885159 -0.0810629771212 0.313447911534 3.20937428357 3.5851142085 2.90410587309}
	{609 10.110382 15.27779 2.27887 0.749283844601 0.653114864546 -0.0720229850627 -0.0826279828632 -30.0060077276 -2.25156248111 20.5091514093}
	{610 15.134934 14.165208 2.234061 0.661856473901 0.375150268614 -0.320031229148 -0.564613404273 -1.47671752413 3.33717201253 -8.51252023721}
	{611 8.917573 12.708189 3.134297 0.617728888799 0.458418917477 -0.380774931455 -0.513101907634 -4.00890898748 -0.57104915928 -8.66844781681}
	{612 9.562167 2.270948 8.392384 0.745009249262 0.611558204612 0.169013056548 0.205894068887 -2.77886229901 -7.22479837671 -11.5872730219}
	{613 9.335524 9.401771 8.510322 0.525609853092 -0.654429817087 0.0109199969479 -0.543448848106 -12.7484790987 14.4183629185 4.41419093961}
	{614 6.711558 7.803843 15.414876 0.880481437838 0.43300421532 -0.0851840423596 -0.173215086135 -5.39395953219 15.6975459697 18.4642772545}
	{615 13.061893 1.186234 7.862551 0.916148152466 -0.223937037268 -0.302822050396 0.137199022833 -12.2262933325 -39.0753921948 60.6304153827}
	{616 5.571227 7.353628 8.558861 0.708276869091 -0.26267795145 -0.595003890027 0.274434949277 0.833245808559 3.45523692359 5.2475563469}
	{617 15.031576 5.534559 9.297203 0.976164123591 0.171939021769 0.0229740029087 0.130433016514 -6.28077138079 0.824001183663 -3.61654767557}
	{618 8.112949 7.109688 8.34458 0.788507963662 0.554465974448 0.153077992946 0.217691989968 -8.63183449842 -1.49197210584 2.94564704126}
	{619 4.172619 9.910074 6.272235 0.697831991377 0.581160992819 0.267924996689 0.321711996025 -24.5680287489 6.75682664901 43.6774002633}
	{620 12.411047 5.995501 9.520641 0.925545681704 -0.203732929936 -0.103513964401 -0.301898896177 17.5006575868 10.123271397 -6.39952816073}
	{621 3.629997 14.096275 6.529377 0.857429822037 -0.331023931295 -0.130835972844 -0.371643922864 40.45674986 18.4558884887 -26.1898343639}
	{622 4.830405 13.649691 2.670686 0.672174347487 0.454567234993 -0.327389169247 -0.484114250267 -18.6776550434 22.9155807575 -4.60456608263}
	{623 1.514449 12.383121 13.785884 0.554614119052 -0.507361108908 0.0433010092948 -0.658113141268 -7.4486843485 1.42893631783 0.689995993776}
	{624 0.775933 1.291706 6.802668 0.447161146538 -0.276825090718 0.0854140279908 -0.846238277318 10.9343070994 -22.1490708241 -13.7071895948}
	{625 1.550951 11.326733 3.800843 0.827022251424 -0.322463098033 -0.441968134363 0.129290039306 0.0229531392633 -4.72347295154 -6.72752867338}
	{626 6.320731 9.516227 1.455534 0.738164513685 0.662896563273 0.0836699448768 0.0931699386181 -3.59074402772 -7.90118181887 -2.25873647827}
	{627 3.065114 10.816499 4.176803 0.74189378772 0.669245808507 0.0276469920893 0.0306479912306 5.8452395916 -7.57861454632 -2.23973974583}
	{628 6.444575 4.310384 12.476621 0.885921949272 0.43939297484 -0.0660179962198 -0.133107992378 -3.62808327871 -10.9660385228 -8.48304472199}
	{629 15.797097 3.43264 1.363159 0.774799795166 0.601376841014 0.119573968388 0.154055959272 0.419894542365 -14.8871875535 -34.9618871793}
	{630 10.763816 11.118919 4.166507 0.720527204137 0.631101178801 -0.189309053634 -0.216134061234 -2.43898381309 16.8385628945 33.2925412878}
	{631 14.600639 13.956304 3.725272 0.748496380718 0.38480819573 -0.246933125601 -0.480312244308 -2.63914981012 4.81730693164 4.42050437449}
	{632 14.743213 9.727349 11.742151 0.638820114582 0.596942107071 0.331377059438 0.354624063607 -6.74958345644 -11.9416798314 -8.32057561064}
	{633 4.768898 5.505948 7.268068 0.765882051356 -0.273471018338 -0.0376050025216 -0.58071003894 9.45790097903 27.7269019648 -15.0091566539}
	{634 12.291017 14.02241 10.492656 0.648624187671 0.522042151046 0.347265100477 0.43146912484 -0.211566793427 -2.58172562142 0.947185280381}
	{635 12.411334 1.565806 14.685205 0.638858034045 0.585327031193 -0.337265017973 -0.368110019617 5.31276632691 -10.6713017318 2.30263850215}
	{636 15.156843 10.724262 8.924273 0.845996013656 -0.247316003992 -0.419039006764 0.218018003519 -8.34953795472 21.3612717138 -21.5238834218}
	{637 4.597466 1.095959 9.583648 0.769270719366 0.636264767887 -0.0371069864632 -0.0448639836334 28.0568629084 -8.95848920939 19.66749145}
	{638 14.162889 7.738559 5.792933 0.91470167725 -0.303264892994 -0.255314909913 -0.0785209722941 -20.5009305701 -11.4174729292 -4.0521977428}
	{639 10.524822 8.309137 4.034093 0.84195261304 -0.198746908656 -0.408621812198 0.290935866286 26.2165965263 -35.2966774965 33.5297284823}
	{640 10.494986 3.685247 14.740217 0.91324402318 -0.290834007382 -0.285167007238 -0.00898400022803 -11.6748921457 19.1466261737 0.979189405792}
	{641 1.982747 12.36215 5.804824 0.424789971897 -0.69892095376 0.0999899933848 -0.566625962513 -9.62320373331 -8.77226388555 -20.3361648314}
	{642 10.434416 1.623804 7.302456 0.915337241418 0.400322105584 0.0174660046066 0.039936010533 2.44098096195 13.5184667006 24.3788262283}
	{643 10.186949 11.998793 5.117664 0.778751674774 0.553291768932 -0.171240928486 -0.241019899344 -16.9085268369 -1.84367750492 -36.4637902986}
	{644 1.572337 9.642133 2.546999 0.654762138559 -0.640844135614 -0.193672040984 -0.350851074246 -3.59734366118 0.0417969861651 15.8645256588}
	{645 9.137923 8.989353 9.910148 0.686780269739 0.276291108516 -0.250924098553 -0.623725244974 7.39706460225 3.33125323285 11.0748913321}
	{646 6.458696 11.702929 3.530653 0.857132104381 0.43373205282 -0.125452015277 -0.247917030191 -36.1605342483 40.0592397558 21.733679939}
	{647 3.853044 8.223599 3.713737 0.902195821314 -0.226128955214 -0.327830935071 0.165635967195 -10.590341598 -10.1273572618 -3.31184014248}
	{648 13.17077 11.440216 2.247085 0.960846935111 -0.00411599972203 -0.00744899949694 0.276948981297 7.6315952385 12.9950592791 -3.37684408307}
	{649 8.949286 0.637697 6.134549 0.750654035393 0.263924012444 0.200901009472 0.571403026941 -1.54837834118 2.44983225842 -0.48663095126}
	{650 2.031946 14.179853 10.342227 0.948673842122 0.229917961737 0.051147991488 0.211043964878 4.54364738363 -7.85487427305 -4.6597155989}
	{651 14.004455 2.091231 2.221645 0.941872661525 0.335855879305 0.00294199894275 0.00824999703524 2.74425179678 4.84155938473 -2.95425529715}
	{652 15.023571 11.311388 13.188815 0.609791012613 0.561426011613 0.378915007838 0.411557008513 8.97423638312 -6.59264350242 -28.1690160423}
	{653 12.870496 0.366292 15.43469 0.859294399126 -0.390072181181 -0.319676148484 -0.0852290395873 -6.37793824681 0.422717760793 -2.71546563718}
	{654 3.175774 11.635508 14.380086 0.703046219347 -0.597586186444 -0.324344101194 -0.20836906501 -29.7548289594 -19.6371388885 -23.8248128417}
	{655 8.166722 7.506442 12.020862 0.374483991211 -0.668894984301 0.165376996119 -0.620476985438 0.320268554297 -22.1655072084 20.8558480665}
	{656 9.939415 12.791669 7.201736 0.739655074784 -0.5449710551 -0.202389020463 -0.33905103428 28.1849703267 2.49129570942 -5.5773609299}
	{657 10.404158 1.424816 11.455863 0.846200234815 0.480439133319 0.113798031578 0.200433055619 -12.0661050909 -2.49074896998 4.17367472786}
	{658 6.194906 4.729661 1.429071 0.575909002208 0.480728001843 -0.423729001625 -0.507625001946 -0.096053752164 1.74905025079 -7.66553101304}
	{659 9.663694 4.456202 1.90169 0.976860045337 -0.119657005553 -0.146773006812 0.0994200046142 -2.78541872174 -26.5078442543 18.8303020142}
	{660 0.452725 8.136379 1.923912 0.741377190856 -0.542839139746 -0.368020094741 -0.142291036631 -4.83175749287 -6.30554704155 -4.34381434684}
	{661 8.746722 9.999722 14.727849 0.753796212976 0.648278183163 0.070005019779 0.0814000229986 60.3006758709 4.66432261148 9.41912552845}
	{662 11.211116 5.511423 8.063072 0.749247128056 0.572031097767 0.202549034618 0.265298045343 -10.2861239841 -10.4952737674 -18.1973761504}
	{663 11.551299 15.424355 12.40357 0.864086726454 -0.312653901022 -0.123543960889 -0.374617881406 -25.5112419752 -4.59606306337 -6.31007556857}
	{664 0.755263 1.031813 9.650678 0.303280136367 -0.578817260259 0.235513105896 -0.719392323467 -7.46355252603 -8.34732006589 12.3167114526}
	{665 4.689445 12.665083 5.235051 0.97861804399 0.182323008196 0.0174380007839 0.0936000042075 -14.4816418263 33.3366703413 20.9823794865}
	{666 8.883314 8.801664 4.39274 0.873568442096 -0.189367095835 -0.358323181341 0.269486136382 -33.9820394678 13.0736761464 -23.5813701419}
	{667 8.115546 8.615657 0.841149 0.85835119431 0.486108110043 -0.0808720183074 -0.142800032326 43.158418507 -12.0930337821 8.30750422344}
	{668 13.307698 9.900617 10.962579 0.826627778498 -0.422297886841 -0.367508901523 -0.0573429846344 -0.543551065448 -3.18235931033 2.38885181334}
	{669 12.312006 2.663946 15.301795 0.708034960395 0.323369981912 -0.260806985411 -0.571049968057 -19.2525989594 9.26509209442 -4.26693425195}
	{670 2.697839 1.170772 9.110453 0.94638632594 0.322793111172 0.00405200139553 0.0118790040912 -13.4716971032 -5.87413172625 -5.47594944868}
	{671 14.129007 6.96365 8.137515 0.934696467648 0.330391811827 0.0436869751183 0.123592929608 37.1572696283 -16.7002306594 -19.0327565295}
	{672 12.565551 6.747599 0.249966 0.756022319883 -0.380409160956 -0.519653219872 0.116960049487 7.15327967402 19.7938555178 21.1272998628}
	{673 14.422533 1.86042 15.193699 0.956430788775 0.291356935655 0.00546199879373 0.0179289960404 -10.8178178792 -9.49775406143 -5.72175753085}
	{674 2.168131 10.029343 5.883085 0.809548174117 0.518100111433 -0.148804032005 -0.232511050008 11.2425350022 -10.5437053572 8.30077458111}
	{675 7.08478 9.566763 11.425318 0.776733826578 0.628495859675 -0.0257629942479 -0.0318399928911 -6.94368858026 -2.82675850454 16.5513638107}
	{676 12.204424 13.683432 7.494704 0.788991708387 0.614391772919 -0.00236599912552 -0.00303899887678 -7.40341632056 -4.56328709333 -13.0550663123}
	{677 0.6396 8.906301 7.860577 0.615869968543 0.529725972943 -0.380285980576 -0.442127977417 -0.893233863717 -1.19763719204 -17.9273980743}
	{678 1.915582 1.599298 14.725773 0.816852892419 -0.458393939628 -0.240735968294 -0.254307966507 -6.89332008936 -3.85153268071 2.86913405119}
	{679 3.346258 2.792459 5.687268 0.846286853811 0.52818690876 -0.0367479936521 -0.0588789898292 -9.47383028089 -1.16802376886 -1.92531121616}
	{680 7.511088 2.800815 13.101775 0.377276078145 -0.667811138324 0.162851033731 -0.62062112855 -2.01259393755 -6.29140313488 4.92482416045}
	{681 8.794671 6.834845 5.138524 0.757242311726 0.621652255909 0.127113052327 0.154838063741 -4.92894761341 10.596139941 -6.32684592085}
	{682 10.710886 5.456862 9.031613 0.800670825597 0.563873877176 0.116549974613 0.165494963952 -4.46684924257 -0.379066846807 7.68019693292}
	{683 10.374264 10.179023 10.747019 0.470334098708 -0.385810080969 0.097328020426 -0.787695165312 22.107622418 -21.528699332 9.18013012954}
	{684 5.28688 13.017919 11.751531 0.84924906431 -0.412905031268 -0.239599018144 -0.225561017081 30.087325857 -4.78856282318 11.2637166497}
	{685 14.349059 0.937507 14.596782 0.958864869595 0.263857964116 -0.027771996223 -0.100924986274 6.83694945998 2.42224545365 11.6616478933}
	{686 10.429439 15.594661 8.997247 0.832817309043 0.48358717945 0.135262050193 0.232944086441 -0.612121622715 -0.395472695548 4.43535395551}
	{687 6.647305 7.734764 12.720619 0.646862144768 0.53230511913 -0.347000077659 -0.421677094372 -4.16561129981 6.7023965178 -5.1498887578}
	{688 5.416078 11.818294 5.319981 0.740475842854 -0.362007923174 -0.0489309896157 -0.564137880277 18.2920762631 -48.1243468762 27.7603384441}
	{689 0.044452 11.936368 10.881576 0.730503128335 -0.468226082258 -0.496655087253 0.0215230037812 -34.0964333993 -21.9203280079 -13.6469865124}
	{690 8.665225 0.569388 14.573543 0.712038672405 -0.261820879541 -0.590749728207 0.274709873611 -1.76593739695 16.3463790159 -2.46892228393}
	{691 3.465974 12.753932 6.743965 0.717298127143 0.512854090904 0.274324048624 0.383680068008 5.07208558713 13.5016495757 30.7219838771}
	{692 10.281147 14.449006 5.412239 0.794272027347 -0.404564013929 -0.117002004028 -0.437916015077 2.30909258462 -2.01774392876 -0.348479359449}
	{693 11.378128 8.90416 0.578039 0.508796871957 -0.433138890997 0.0800959798435 -0.739662813858 -2.01398857945 7.621135715 -1.11669252449}
	{694 7.475509 8.321905 3.652633 0.61257089367 0.600133895829 -0.359978937515 -0.36743893622 4.98845414234 -22.793236126 -17.9549691985}
	{695 2.59581 5.894722 4.095688 0.28116487169 -0.655985700641 0.260007881345 -0.650403703188 12.1916119224 -10.1233546677 2.15358553713}
	{696 6.737635 3.240237 11.224204 0.685588699866 0.370191837939 0.297825869619 0.551566758538 0.802813208764 -25.143166601 -10.2777240738}
	{697 0.787947 3.217537 12.740659 0.842622057924 -0.185375012743 -0.400131027506 0.309062021246 0.613701066993 -4.88719268505 0.855815320165}
	{698 5.383603 11.597347 8.913184 0.765328957458 -0.501939972099 -0.391675978228 -0.0944339947507 -0.271614499852 2.35369250339 -14.3414555217}
	{699 4.86519 10.711993 1.334597 0.562113075147 -0.554042074068 0.0242530032423 -0.613578082027 1.86186099991 0.183159802889 13.2624204967}
	{700 2.20758 15.700686 6.511699 0.678919653735 0.634728676274 -0.252026871461 -0.269573862511 -20.7443973313 6.58408923211 15.4745208864}
	{701 6.269322 1.486757 14.174767 0.692012846037 -0.445521900877 -0.0445279900931 -0.566255874016 22.5241073055 -6.59873199926 -9.15740236527}
	{702 0.368246 14.14999 12.572351 0.756887554292 -0.493074709643 -0.151348910875 -0.40136276365 -21.7418185273 1.48052262269 -8.82847194794}
	{703 4.262861 8.961775 8.738524 0.795352757952 -0.481033853608 -0.220180932993 -0.295872909958 -23.2564043449 1.27166606713 17.6418677141}
	{704 1.843386 7.696026 5.410427 0.685419143469 -0.45873409602 -0.044698009356 -0.563707117992 6.20799372997 -7.93413073455 10.4243811933}
	{705 5.615705 7.361058 6.906518 0.927028708527 -0.218093931428 -0.281465911502 0.117599963025 2.51420054943 25.77948685 -7.09810370807}
	{706 6.262216 8.444475 8.311738 0.311589013213 -0.643752027298 0.230738009784 -0.659739027976 24.6608799224 -0.905684796614 -15.1182075657}
	{707 13.960882 10.638433 12.701489 0.700069905141 0.389410947235 0.290956960575 0.523072929124 -2.20892688743 -19.1264376206 -4.36451675347}
	{708 10.405883 5.036574 12.416231 0.754920036693 0.536615026082 0.218430010617 0.307292014936 2.7643995419 -5.34404224152 -15.0156948331}
	{709 9.989645 10.0448 15.341218 0.630941809109 0.472102857166 -0.368840888408 -0.492937850862 -7.41338868098 -7.27172837725 54.8682323045}
	{710 5.735386 7.2053 2.949513 0.906669177032 0.29146205691 0.0933300182232 0.290328056688 -43.4052376647 5.9580075026 8.64472135402}
	{711 5.582752 4.437961 13.468611 0.702212874442 0.615381889968 -0.235984957805 -0.269282951851 31.3589477107 -23.6704606567 -14.7457415186}
	{712 5.271914 14.117947 0.885376 0.740486988369 0.671209989457 0.0228359996413 0.0251929996043 -41.0329311443 7.1756144729 3.91360018541}
	{713 14.129064 3.086421 10.50865 0.672686923758 -0.603634931584 -0.153970982549 -0.399261954748 15.7477091445 -6.57113369012 -1.67728351011}
	{714 9.52147 11.804186 13.97714 0.628803989481 -0.539983990967 -0.0319399994657 -0.558571990656 -3.15240279515 9.64049550257 -8.17365147707}
	{715 0.561264 14.908913 0.597642 0.889279987939 -0.188259997447 -0.334469995464 0.248734996627 -7.82368481179 -51.3482077367 -16.9919811591}
	{716 11.781013 12.435022 5.33313 0.920694526215 0.384325219658 -0.0261710149578 -0.0626960358334 -14.3458375964 -0.819211604506 -4.16901596319}
	{717 9.175804 0.779976 11.23677 0.858340946692 0.389092975835 -0.138083991424 -0.304614981082 -0.548919661877 1.78478776809 -0.993902947258}
	{718 12.864447 13.569418 2.897539 0.658314099717 -0.073604011149 0.00474900071935 -0.749121113472 -38.1927504059 -106.86423562 -4.98132470468}
	{719 15.582161 6.64765 12.542383 0.836517374898 -0.22404610041 -0.0570910255862 -0.496772222636 10.1326311262 2.43839472386 3.3052316652}
	{720 10.228053 8.251333 7.248769 0.834231881489 -0.258849963228 -0.437373937866 0.213910969612 3.24875878267 -11.3024855474 -11.681660657}
	{721 8.579881 8.390953 7.077808 0.848023883596 -0.417959942629 -0.271671962709 -0.179886975308 19.1067655133 13.6964825784 2.00757882498}
	{722 13.5167 3.483899 6.413192 0.803970447472 0.25716114313 0.16335509092 0.510700284244 10.380563838 -32.3268285142 6.16877326034}
	{723 6.34791 13.534107 1.746299 0.939026733161 0.343834902294 -0.000866999753628 -0.00236699932738 26.6252375598 19.3866622137 3.23678308744}
	{724 11.386461 13.935266 3.315675 0.441944080807 -0.373990068382 0.109520020025 -0.807974147733 -23.8177324574 -8.033642383 3.50735855696}
	{725 12.906273 1.952987 0.170995 0.915808747286 -0.300886916971 -0.255088929609 -0.0754389791829 13.0889504549 1.0566037174 -26.7902210172}
	{726 15.517782 14.436478 0.13256 0.939731067231 -0.154625011062 -0.235158016824 0.194158013891 21.6714614143 8.41056442333 5.63933234243}
	{727 2.453196 2.80173 3.877441 0.799488670332 0.221405908704 -0.149027938549 -0.538133778101 5.13009234702 -27.0180002048 0.53459125472}
	{728 15.558373 3.099718 11.785429 0.972932593253 -0.146737938654 -0.167046930164 0.0629719736738 -4.41121697798 1.37417018092 5.47240252089}
	{729 13.349701 7.441189 12.714634 0.606931466477 0.48585537342 -0.393055302095 -0.491005377378 1.99974951387 1.92839231758 0.908195905001}
	{730 8.379888 10.975419 11.694911 0.697251115281 0.687554113678 -0.142363023538 -0.14437102387 -6.40106731903 -1.43222809623 -17.0461393626}
	{731 2.306098 6.081747 5.529922 0.60262594327 -0.685932935427 -0.159333985001 -0.375433964657 -1.92924137966 1.5308137273 -6.28837031458}
	{732 1.409159 10.466627 15.675981 0.942389627617 -0.247482902208 -0.215334914911 -0.0654589741341 -0.349723254097 4.65032573965 -8.95713582249}
	{733 9.939578 5.697308 10.03381 0.707763174641 0.562912138899 -0.265701065562 -0.334072082433 7.90694747792 -28.2334496725 -32.1182833111}
	{734 14.312649 8.334155 3.851307 0.86044087983 0.454320936549 0.107729984954 0.204029971505 0.811243181846 3.30974970809 -5.46420558531}
	{735 9.44182 6.994555 7.695442 0.929913941297 0.355452977561 -0.033708997872 -0.088186994433 5.45915022323 3.84785151953 12.8853670178}
	{736 1.126449 6.360163 3.037261 0.735251091529 -0.084764010552 -0.00378100047068 -0.672463083713 -40.155609955 41.8204181731 2.14445651336}
	{737 9.325917 11.075561 4.209586 0.691079021289 0.197001006069 -0.190642005873 -0.668772020602 13.2079059374 -30.8880094778 -4.09408396124}
	{738 4.409954 15.16675 0.116525 0.679412957228 0.592008962731 -0.284786982072 -0.326832979425 -10.8873699438 -12.7356871313 10.1059295137}
	{739 15.219477 9.516905 8.482803 0.734146175372 0.466790111507 0.2645680632 0.416101099398 20.3844291851 -9.26078678999 -22.8610207277}
	{740 5.263555 4.119908 6.307098 0.947585555237 0.227084893414 0.0523779754156 0.218564897413 -7.49285671054 -3.27934641681 8.59628852842}
	{741 13.866104 11.705754 9.102709 0.972358703437 -0.158694951599 -0.168683948553 0.0296679909515 0.548631039285 11.6281752734 0.0488212495576}
	{742 8.480147 0.398947 7.642512 0.903493447824 0.290581822409 0.0964629410461 0.299927816697 11.5450219323 2.42670477263 -6.43776079682}
	{743 11.176608 10.871046 2.888568 0.833631433096 0.397484206505 -0.165050085748 -0.346155179838 9.0987184588 -15.7462071624 -22.3877458266}
	{744 4.882178 2.918087 8.235387 0.767147913706 0.197920977736 -0.152429982854 -0.59082693354 -17.1216303922 -5.54076000516 -1.78925753817}
	{745 13.990916 0.288195 10.651026 0.699911114817 -0.597290097982 -0.342671056213 -0.189593031102 1.67157189622 -0.104238190331 -1.65501264229}
	{746 14.647249 8.930522 5.808259 0.79923973172 -0.246518917251 -0.483023837864 0.259098913029 -4.07615056118 27.5324365736 -5.57273222449}
	{747 10.842385 15.362618 15.649525 0.709048988552 0.467266992456 -0.290604995308 -0.44097599288 2.39595224296 0.727682164977 -10.046329517}
	{748 1.04415 12.715746 2.646699 0.628890971997 -0.537783976054 -0.0308489986264 -0.560653975036 13.6663219446 26.4286095663 -66.9106344748}
	{749 0.833976 11.719033 11.947518 0.947163459339 0.319549154969 -0.00886900430114 -0.0262880127487 39.3753960367 31.5085112761 31.8012099612}
	{750 3.345178 2.524453 11.742988 0.360665004029 -0.414936004635 0.161341001802 -0.819584009156 -9.96501641564 51.7043288447 2.47591349488}
	{751 8.91185 9.323211 13.604092 0.635181149899 0.539515127323 0.357800084439 0.421245099412 12.85568953 7.62666749755 26.2957991179}
	{752 2.215412 14.541258 7.132686 0.938087307259 -0.204186066879 -0.257786084435 0.10884203565 -18.7989064181 -20.5460837773 7.22031875094}
	{753 0.304257 2.047451 12.805983 0.987939750918 0.153630961266 -0.0029659992522 -0.0190729951913 13.5706702314 -10.2323457784 2.14534865845}
	{754 11.83253 5.181573 13.503757 0.834977002102 0.525544001323 0.0869050002187 0.138074000348 -16.6053350185 -4.04335574847 0.999066860325}
	{755 8.672541 1.524693 8.548028 0.695573026978 0.66287702571 0.191153007414 0.20058100778 -2.17531141527 15.6353744485 -23.3838380591}
	{756 13.843464 13.535262 12.625053 0.689640983469 -0.298390992847 -0.614991985258 0.23904599427 10.2978008852 7.27083746112 -10.4816775175}
	{757 11.042508 0.464975 1.592706 0.731512770718 0.674341788637 -0.0682929785946 -0.0740829767798 44.1845085715 -35.2645151097 -3.43400758154}
	{758 7.500698 15.756599 6.340693 0.899291383809 -0.206926858214 -0.327529775578 0.202929860953 -4.00795282486 -5.35731734364 12.190023403}
	{759 7.469755 6.4806 7.549611 0.847968822712 0.434580909141 0.138404971063 0.270059943538 20.7415231438 6.95142913426 -4.18430275893}
	{760 7.210378 8.378822 5.95614 0.966390595624 -0.042268982313 -0.0707459703971 0.243510898105 3.64902493009 -9.48344128875 -3.52662307756}
	{761 13.617464 2.903749 13.227993 0.714873960698 -0.541352970238 -0.43580997604 -0.0772129957551 0.664037869746 7.69312848976 -3.37149341887}
	{762 12.504792 4.011007 3.425433 0.342189072711 -0.59472112637 0.203584043259 -0.698403148401 -3.2447129239 7.42304302735 -0.550395466541}
	{763 5.59567 8.343394 10.6367 0.329427140169 -0.561421238881 0.211929090175 -0.728951310164 -2.59086325221 -0.990163632913 -8.8095378776}
	{764 13.445317 0.642116 13.06327 0.755205854147 0.0767849851705 0.0658479872827 0.647635874922 -18.5043591714 5.31969192601 -3.98361049615}
	{765 15.850174 7.694705 0.627732 0.319571847237 -0.613649706661 0.223790893023 -0.686458671857 -1.47522459597 -11.9349327162 10.4888585501}
	{766 9.406889 8.896276 1.7349 0.758036917236 -0.252379972445 -0.536014941477 0.272712970225 -3.27713806744 -22.0701998312 -1.19217180857}
